D_INTERVIEW	B_COUNTRY	H_URBRURAL	S_INTLANGUAGE	Q260	X003R	Q266	Q267	Q268	Q272	Q275	Q288	Q289
458070093	Malaysia	Rural	Malay; Malaysian	Female	16-24 years	Malaysia	Malaysia	Malaysia	Malay; Malaysian	Lower secondary education (ISCED 2)	5.0	Other Christian (Evangelical/Pentecostal/Fee church/etc.)
642070335	Romania	Rural	Romanian, Moldavian, Moldovan	Male	45-54 years	Romania	Romania	Romania	Romanian, Moldavian, Moldovan	Upper secondary education (ISCED 3)	5.0	Orthodox (Russian/Greek/etc.)
840071772	United States	Urban	English	Male	35-44 years	United States	United States	United States	English	Upper secondary education (ISCED 3)	2.0	Do not belong to a denomination
300070773	Greece	Urban	Greek, Modern	Male	65 and over	Greece	Greece	Greece	Greek, Modern	Lower secondary education (ISCED 2)	6.0	Orthodox (Russian/Greek/etc.)
300070322	Greece	Urban	Greek, Modern	Male	35-44 years	Greece	Greece	Greece	Greek, Modern	Lower secondary education (ISCED 2)	3.0	Orthodox (Russian/Greek/etc.)
446070451	Macao SAR	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	45-54 years	China	China	China	Cantonese	Upper secondary education (ISCED 3)	7.0	Other Christian (Evangelical/Pentecostal/Fee church/etc.)
360071202	Indonesia	Rural	Indonesian	Female	16-24 years	Indonesia	Indonesia	Indonesia	Betawi	Upper secondary education (ISCED 3)	4.0	Muslim
158070313	Taiwan RO	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	35-44 years	Taiwan ROC	Taiwan ROC	Taiwan ROC	Standard Chinese; Mandarin; Putonghua; Guoyu	Upper secondary education (ISCED 3)	5.0	Other
124071524	Canada	Urban	English	Female	55-64 years	Canada	Canada	Canada	English	Upper secondary education (ISCED 3)	6.0	Do not belong to a denomination
840071314	United States	Urban	English	Male	55-64 years	United States	United States	United States	English	Upper secondary education (ISCED 3)	6.0	Do not belong to a denomination
528071866	Netherlands	Urban	Dutch; Flemish	Female	25-34 years	Netherlands	Netherlands	Netherlands	1190	Master or equivalent (ISCED 7)	9.0	Do not belong to a denomination
586071056	Pakistan	Rural	Urdu	Male	16-24 years	Pakistan	Pakistan	Pakistan	Punjabi, Panjabi	Post-secondary non-tertiary education (ISCED 4)	4.0	Muslim
704070554	Vietnam	Rural	Vietnamese	Female	16-24 years	Vietnam	Vietnam	Vietnam	Vietnamese	Upper secondary education (ISCED 3)	5.0	Do not belong to a denomination
764071375	Thailand	Urban	Thai; Central Thai	Female	16-24 years	Thailand	Thailand	Thailand	Malay; Malaysian	Bachelor or equivalent (ISCED 6)	4.0	Muslim
68071414	Bolivia	Rural	Spanish; Castilian	Female	16-24 years	Bolivia	Bolivia	Bolivia	Quechua	Lower secondary education (ISCED 2)	5.0	Protestant
484070098	Mexico	Urban	Spanish; Castilian	Male	45-54 years	Mexico	Mexico	Mexico	Spanish; Castilian	Short-cycle tertiary education (ISCED 5)		Roman Catholic
804070382	Ukraine	Rural	Ukrainian	Female	55-64 years	Ukraine	Ukraine	Ukraine	Ukrainian	Short-cycle tertiary education (ISCED 5)	4.0	Orthodox (Russian/Greek/etc.)
840072988	United States	Urban	English	Male	55-64 years	Hong Kong SAR	China	China	Standard Chinese; Mandarin; Putonghua; Guoyu	Master or equivalent (ISCED 7)	6.0	
231070888	Ethiopia	Rural	Oromo	Male	25-34 years	Ethiopia	Ethiopia	Ethiopia	Oromo	Primary education (ISCED 1)	5.0	Muslim
788070071	Tunisia	Urban	Arabic	Male	35-44 years	Tunisia	Tunisia	Tunisia	Tunisian Arabic;Tunisian	Post-secondary non-tertiary education (ISCED 4)	8.0	Muslim
762070705	Tajikistan	Rural	Tajik	Female	45-54 years	Tajikistan	Tajikistan	Tajikistan	Tajik	Upper secondary education (ISCED 3)	4.0	Muslim
528070279	Netherlands	Urban	Dutch; Flemish	Male	65 and over	Belgium	Netherlands	Netherlands	Other	Short-cycle tertiary education (ISCED 5)	4.0	
608071199	Philippines	Rural	Tausug	Male	35-44 years	Philippines	Philippines	Philippines	Sama-Bajaw	Post-secondary non-tertiary education (ISCED 4)	3.0	Muslim
643071197	Russia	Urban	Russian	Female	35-44 years	Russia	Russia	Russia	Russian		3.0	Orthodox (Russian/Greek/etc.)
400070481	Jordan	Urban	Arabic	Male	35-44 years	Jordan	Jordan	Jordan	Arabic	Primary education (ISCED 1)	5.0	Muslim
364071014	Iran	Urban	Persian; Farsi; Dari	Female	25-34 years	Iran	Iran	Iran	Persian; Farsi; Dari	Doctoral or equivalent (ISCED 8)	4.0	Muslim
762070785	Tajikistan	Urban	Tajik	Male	55-64 years	Tajikistan	Uzbekistan	Uzbekistan	Tajik	Upper secondary education (ISCED 3)	6.0	Muslim
608070060	Philippines	Urban	Filipino; Pilipino	Female	25-34 years	Philippines	Philippines	Philippines	Filipino; Pilipino	Lower secondary education (ISCED 2)	7.0	Roman Catholic
422071140	Lebanon	Urban	Arabic	Female	16-24 years	Lebanon	Lebanon	Lebanon	Arabic	Bachelor or equivalent (ISCED 6)	3.0	Muslim
688070973	Serbia	Urban	Serbian	Female	65 and over	Serbia	Serbia	Serbia	Serbian	Post-secondary non-tertiary education (ISCED 4)	8.0	Orthodox (Russian/Greek/etc.)
826072423	Great Britain	Rural	English	Male	35-44 years	United Kingdom			English	Lower secondary education (ISCED 2)	3.0	Do not belong to a denomination
586070951	Pakistan	Rural	Urdu	Male	25-34 years	Pakistan	Pakistan	Pakistan	Punjabi, Panjabi	Upper secondary education (ISCED 3)	4.0	Muslim
496070185	Mongolia	Urban	Mongolian	Female	16-24 years	Mongolia	Mongolia	Mongolia	Mongolian	Upper secondary education (ISCED 3)	6.0	Do not belong to a denomination
360073066	Indonesia	Rural	Indonesian	Male	65 and over	Indonesia	Indonesia	Indonesia	Indonesian	Bachelor or equivalent (ISCED 6)	5.0	Protestant
792070236	Turkey	Rural	Turkish	Male	35-44 years	Turkey	Turkey	Turkey		Bachelor or equivalent (ISCED 6)	6.0	Muslim
392070427	Japan	Urban	Japanese	Female	25-34 years	Japan	Japan	Japan	Japanese	Short-cycle tertiary education (ISCED 5)	5.0	Do not belong to a denomination
642071290	Romania	Urban	Romanian, Moldavian, Moldovan	Female	45-54 years	Romania	Romania	Romania	Romanian, Moldavian, Moldovan	Bachelor or equivalent (ISCED 6)		Orthodox (Russian/Greek/etc.)
788070123	Tunisia	Urban	Arabic	Female	55-64 years	Tunisia	Tunisia	Tunisia	Tunisian Arabic;Tunisian	Primary education (ISCED 1)	8.0	Muslim
458071118	Malaysia	Urban	Malay; Malaysian	Female	25-34 years	Malaysia	Malaysia	Malaysia	Malay; Malaysian	Post-secondary non-tertiary education (ISCED 4)	3.0	Muslim
344071731	Hong Kong SAR	Urban	Cantonese	Male	45-54 years	Hong Kong SAR			Cantonese	Master or equivalent (ISCED 7)	7.0	Do not belong to a denomination
156072438	China	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	16-24 years				Other Chinese dialects	Bachelor or equivalent (ISCED 6)	4.0	Do not belong to a denomination
203070734	Czechia	Urban	Czech	Male	35-44 years	Czech Rep.	Czech Rep.	Czech Rep.	Czech	Lower secondary education (ISCED 2)	5.0	Roman Catholic
688070006	Serbia	Urban	Serbian	Female	25-34 years	Serbia	Serbia	Serbia	Serbian	Post-secondary non-tertiary education (ISCED 4)	3.0	Orthodox (Russian/Greek/etc.)
484070349	Mexico	Urban	Spanish; Castilian	Male	55-64 years	Mexico	Mexico	Mexico	Spanish; Castilian	Post-secondary non-tertiary education (ISCED 4)	7.0	Do not belong to a denomination
51071012	Armenia	Rural	Armenian; Hayeren	Female	25-34 years	Armenia	Armenia	Armenia	Armenian; Hayeren	Master or equivalent (ISCED 7)	7.0	Orthodox (Russian/Greek/etc.)
840072109	United States	Urban	English	Female	45-54 years	United States	United States	United States	English	Upper secondary education (ISCED 3)	5.0	Protestant
702070643	Singapore	Urban	English	Female	65 and over	Singapore	Singapore	Singapore	English	Lower secondary education (ISCED 2)	7.0	Buddhist
104070077	Myanmar	Rural	Burmese	Male	45-54 years	Myanmar	Myanmar	Myanmar	Burmese	Upper secondary education (ISCED 3)	5.0	Buddhist
826070673	Great Britain	Urban	English	Male	35-44 years	Pakistan			English	Upper secondary education (ISCED 3)		Muslim
32070197	Argentina	Urban	Spanish; Castilian	Male	16-24 years	Argentina	Argentina	Argentina	Spanish; Castilian	Upper secondary education (ISCED 3)	6.0	Do not belong to a denomination
368070056	Iraq	Rural	Arabic	Male	25-34 years	Iraq	Iraq	Iraq	Kurdish; Yezidi	Bachelor or equivalent (ISCED 6)	4.0	Muslim
76071380	Brazil	Rural	Portuguese	Male	25-34 years	Brazil	Brazil	Brazil	Portuguese	Lower secondary education (ISCED 2)	6.0	Do not belong to a denomination
400071154	Jordan	Rural	Arabic	Male	45-54 years	Jordan	Jordan	Jordan	Arabic	Lower secondary education (ISCED 2)	5.0	Muslim
152070304	Chile	Urban	Spanish; Castilian	Female	35-44 years	Chile	Chile	Chile	Spanish; Castilian	Post-secondary non-tertiary education (ISCED 4)	5.0	Do not belong to a denomination
68071106	Bolivia	Urban	Spanish; Castilian	Male	25-34 years	Bolivia	Bolivia	Bolivia	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	1.0	Do not belong to a denomination
528070067	Netherlands	Urban	Dutch; Flemish	Male	55-64 years	Netherlands	Netherlands	Netherlands	1190	Lower secondary education (ISCED 2)	5.0	Do not belong to a denomination
462070058	Maldives	Rural	1105	Female	35-44 years	462	462	462	1105		1.0	Muslim
818070366	Egypt	Urban	Arabic	Female	16-24 years	Egypt	Egypt	Egypt	Arabic	Upper secondary education (ISCED 3)	5.0	Muslim
762070529	Tajikistan	Rural	Uzbek	Male	16-24 years	Tajikistan	Tajikistan	Tajikistan	Uzbek	Upper secondary education (ISCED 3)	5.0	Muslim
643071689	Russia	Urban	Russian	Male	35-44 years	Russia	Russia	Russia	Russian	Short-cycle tertiary education (ISCED 5)	4.0	Do not belong to a denomination
566071103	Nigeria	Rural	Hausa	Female	35-44 years	Nigeria	Nigeria	Nigeria	Hausa	Early childhood education (ISCED 0) / no education	4.0	Muslim
434070085	Libya	Urban	Arabic	Male	45-54 years	Libya	Libya	Libya	Arabic	Upper secondary education (ISCED 3)		Muslim
32070301	Argentina	Urban	Spanish; Castilian	Male	25-34 years	Argentina	Argentina	Argentina	Spanish; Castilian	Upper secondary education (ISCED 3)	3.0	Roman Catholic
604070836	Peru	Urban	Spanish; Castilian	Male	55-64 years	Peru	Peru	Peru	Spanish; Castilian	Post-secondary non-tertiary education (ISCED 4)	5.0	Roman Catholic
32070953	Argentina	Rural	Spanish; Castilian	Male	35-44 years	Argentina			Spanish; Castilian	Upper secondary education (ISCED 3)	4.0	Roman Catholic
484071459	Mexico	Urban	Spanish; Castilian	Female	25-34 years	Mexico	Mexico	Mexico	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	3.0	Roman Catholic
364072285	Iran	Urban	Persian; Farsi; Dari	Female	55-64 years	Iran	Iran	Iran	Persian; Farsi; Dari	Lower secondary education (ISCED 2)	5.0	Muslim
528071773	Netherlands	Urban	Dutch; Flemish	Female	35-44 years	Netherlands	Netherlands	Netherlands	1190	Master or equivalent (ISCED 7)	9.0	Do not belong to a denomination
344071082	Hong Kong SAR	Urban	Cantonese	Female	35-44 years	Hong Kong SAR	Hong Kong SAR	Hong Kong SAR	Cantonese	Upper secondary education (ISCED 3)	7.0	Do not belong to a denomination
630070264	Puerto Rico	Urban	Spanish; Castilian	Male	45-54 years		Puerto Rico	Puerto Rico	Spanish; Castilian	Lower secondary education (ISCED 2)	4.0	Roman Catholic
804071070	Ukraine	Urban	Russian	Male	45-54 years	Ukraine	Ukraine	Ukraine	Russian	Post-secondary non-tertiary education (ISCED 4)	4.0	
400070279	Jordan	Urban	Arabic	Female	45-54 years	Jordan	Jordan	Jordan	Arabic	Master or equivalent (ISCED 7)	7.0	Muslim
156070664	China	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	35-44 years				Other Chinese dialects	Bachelor or equivalent (ISCED 6)	6.0	Do not belong to a denomination
404070465	Kenya	Urban	English	Female	25-34 years	Kenya	Kenya	Kenya	Swahili	Post-secondary non-tertiary education (ISCED 4)	8.0	Muslim
124072132	Canada	Urban	English	Female	45-54 years	Canada	United Kingdom	Canada	English	Post-secondary non-tertiary education (ISCED 4)	8.0	Other
446070178	Macao SAR	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male		Macau SAR	China	China	Cantonese	Bachelor or equivalent (ISCED 6)	5.0	Do not belong to a denomination
124075823	Canada	Rural	English	Female	45-54 years	Canada	Canada	Canada	English	Post-secondary non-tertiary education (ISCED 4)	7.0	Do not belong to a denomination
170070706	Colombia	Urban	Spanish; Castilian	Female	16-24 years	Colombia	Colombia	Colombia	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	6.0	Do not belong to a denomination
417070560	Kyrgyzstan	Rural	Kirghiz; Kyrgyz	Male	55-64 years	Kyrgyzstan	Kyrgyzstan	Kyrgyzstan	Kirghiz; Kyrgyz	Upper secondary education (ISCED 3)	4.0	Muslim
158071046	Taiwan RO	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	25-34 years	Taiwan ROC	Taiwan ROC	Taiwan ROC	Hokkien; Minnan	Bachelor or equivalent (ISCED 6)	7.0	Other
804070147	Ukraine	Urban	Russian	Female	25-34 years	Ukraine	Ukraine	Ukraine	Russian	Short-cycle tertiary education (ISCED 5)	4.0	
344071839	Hong Kong SAR	Urban	Cantonese	Male	55-64 years	Hong Kong SAR	Hong Kong SAR	Hong Kong SAR	Cantonese	Bachelor or equivalent (ISCED 6)	5.0	Do not belong to a denomination
68071046	Bolivia	Urban	Spanish; Castilian	Male	25-34 years	Bolivia	Bolivia	Bolivia	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	6.0	Roman Catholic
716070318	Zimbabwe	Rural	North Ndebele	Female	65 and over	Zimbabwe	Zimbabwe	Zimbabwe	North Ndebele	Primary education (ISCED 1)	4.0	Do not belong to a denomination
276070396	Germany	Urban	German	Female	16-24 years	Germany	Serbia	Serbia	Other	Upper secondary education (ISCED 3)	6.0	Muslim
458071156	Malaysia	Urban	Malay; Malaysian	Female	16-24 years	Malaysia	Malaysia	Malaysia	Malay; Malaysian	Short-cycle tertiary education (ISCED 5)	3.0	Muslim
554070628	New Zealand	Urban	English	Male	55-64 years	New Zealand	New Zealand	New Zealand	English	Bachelor or equivalent (ISCED 6)	8.0	Roman Catholic
826070156	Great Britain	Urban	English	Male	45-54 years	United Kingdom			English	Lower secondary education (ISCED 2)		Muslim
862070054	Venezuela	Urban	Spanish; Castilian	Female	45-54 years	Venezuela	Venezuela	Venezuela	Spanish; Castilian	Upper secondary education (ISCED 3)	5.0	Roman Catholic
124075659	Canada	Urban	English	Male	35-44 years	Canada	Canada	Canada	English	Bachelor or equivalent (ISCED 6)	8.0	Do not belong to a denomination
528071381	Netherlands	Urban	Dutch; Flemish	Female	65 and over	Netherlands	Netherlands	Netherlands	1190	Master or equivalent (ISCED 7)	10.0	Do not belong to a denomination
158071139	Taiwan RO	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	65 and over	Taiwan ROC	Taiwan ROC	Taiwan ROC	Standard Chinese; Mandarin; Putonghua; Guoyu	Master or equivalent (ISCED 7)	4.0	Buddhist
458070444	Malaysia	Urban	Malay; Malaysian	Male	55-64 years	Malaysia	Malaysia	Malaysia	Malay; Malaysian	Lower secondary education (ISCED 2)	7.0	Muslim
124074627	Canada	Urban	English	Female	65 and over	Canada	Canada	Canada	English	Master or equivalent (ISCED 7)	5.0	Jew
702070743	Singapore	Urban	English	Female	35-44 years	India			Tamil	Master or equivalent (ISCED 7)	4.0	Hindu
76070923	Brazil	Rural	Portuguese	Male	16-24 years	Brazil	Brazil	Brazil	Portuguese	Lower secondary education (ISCED 2)	4.0	Roman Catholic
124071904	Canada	Rural	French	Male	45-54 years	Canada	Canada	Canada	French	Post-secondary non-tertiary education (ISCED 4)	6.0	Roman Catholic
400070635	Jordan	Urban	Arabic	Female	25-34 years	Jordan	Jordan	Jordan	Arabic	Upper secondary education (ISCED 3)	3.0	Muslim
566070904	Nigeria	Urban	Hausa	Male	16-24 years	Nigeria	Nigeria	Nigeria	Hausa	Lower secondary education (ISCED 2)	2.0	Muslim
218071162	Ecuador	Urban	Spanish; Castilian	Male	55-64 years	Ecuador	Ecuador	Ecuador	Spanish; Castilian	Lower secondary education (ISCED 2)	2.0	Roman Catholic
586071830	Pakistan	Rural	Urdu	Male	45-54 years	Pakistan	Pakistan	Pakistan	Pashto, Pushto	Lower secondary education (ISCED 2)		Muslim
566070968	Nigeria	Rural	Hausa	Female	16-24 years	Nigeria	Nigeria	Nigeria	Hausa	Upper secondary education (ISCED 3)	2.0	Muslim
558070500	Nicaragua	Rural	Spanish; Castilian	Male	65 and over	Nicaragua	Nicaragua	Nicaragua	Spanish; Castilian	Primary education (ISCED 1)	3.0	Roman Catholic
276071524	Germany	Urban	German	Male	25-34 years	Syria	Germany	Germany	German	Upper secondary education (ISCED 3)		Do not belong to a denomination
410070993	South Korea	Urban	Korean	Male	16-24 years	South Korea	South Korea	South Korea	Korean	Upper secondary education (ISCED 3)	4.0	Do not belong to a denomination
156071773	China	Rural	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	45-54 years				Other Chinese dialects	Primary education (ISCED 1)	6.0	Do not belong to a denomination
152070308	Chile	Urban	Spanish; Castilian	Male	65 and over	Chile	Chile	Chile	Spanish; Castilian	Lower secondary education (ISCED 2)	2.0	Roman Catholic
320071193	Guatemala	Urban	Spanish; Castilian	Male	45-54 years	Guatemala	Guatemala	Guatemala	Spanish; Castilian	Master or equivalent (ISCED 7)	5.0	Protestant
826072517	Great Britain	Rural	English	Female	65 and over	United Kingdom			English	Bachelor or equivalent (ISCED 6)	9.0	Roman Catholic
203070733	Czechia	Urban	Czech	Male	25-34 years	Czech Rep.	Czech Rep.	Czech Rep.	Czech	Upper secondary education (ISCED 3)	6.0	Do not belong to a denomination
276071259	Germany	Urban	German	Male	65 and over	Germany	Germany	Germany	German	Lower secondary education (ISCED 2)	6.0	Do not belong to a denomination
20070217	Andorra	Urban	French	Male	55-64 years	France	France	France	French	Master or equivalent (ISCED 7)	5.0	Roman Catholic
124075240	Canada	Urban	English	Male	55-64 years	Canada	Canada	Canada	English	Master or equivalent (ISCED 7)	7.0	Do not belong to a denomination
643071721	Russia	Urban	Russian	Female	65 and over	Russia	Russia	Russia	Russian	Lower secondary education (ISCED 2)	3.0	Orthodox (Russian/Greek/etc.)
826071207	Great Britain	Urban	English	Male	35-44 years	United Kingdom			English	Doctoral or equivalent (ISCED 8)	9.0	Do not belong to a denomination
566070181	Nigeria	Rural	English	Female	16-24 years	Nigeria	Nigeria	Nigeria	Igbo	Lower secondary education (ISCED 2)	2.0	Roman Catholic
484070327	Mexico	Urban	Spanish; Castilian	Female	35-44 years	Mexico	Mexico	Mexico	Spanish; Castilian	Upper secondary education (ISCED 3)	1.0	Roman Catholic
404070603	Kenya	Urban	English	Male	25-34 years	Kenya	Kenya	Kenya	Kalenjin	Lower secondary education (ISCED 2)	6.0	Protestant
368070946	Iraq	Urban	Arabic	Female	25-34 years	Iraq	Iraq	Iraq	Arabic	Master or equivalent (ISCED 7)	4.0	Muslim
422070422	Lebanon	Urban	Arabic	Female	35-44 years	Lebanon	Lebanon	Lebanon	Arabic	Bachelor or equivalent (ISCED 6)	4.0	Muslim
643071096	Russia	Urban	Russian	Female	65 and over	Russia	Russia	Russia	Russian	Lower secondary education (ISCED 2)	4.0	Do not belong to a denomination
608070157	Philippines	Urban	Filipino; Pilipino	Male	16-24 years	Philippines	Philippines	Philippines	Filipino; Pilipino	Short-cycle tertiary education (ISCED 5)	7.0	Roman Catholic
826071540	Great Britain	Rural	English	Male	55-64 years	United Kingdom			English	Lower secondary education (ISCED 2)	5.0	Protestant
124074673	Canada	Urban	English	Male	55-64 years	Canada	Canada	Canada	English	Bachelor or equivalent (ISCED 6)	6.0	Protestant
392070630	Japan	Urban	Japanese	Male	25-34 years	Japan	Japan	Japan	Japanese	Short-cycle tertiary education (ISCED 5)	5.0	Do not belong to a denomination
158070189	Taiwan RO	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	35-44 years	Taiwan ROC	Taiwan ROC	Taiwan ROC	Standard Chinese; Mandarin; Putonghua; Guoyu	Bachelor or equivalent (ISCED 6)	6.0	Other
36070222	Australia	Urban	English	Male	25-34 years	Australia	Other	Other	English	Doctoral or equivalent (ISCED 8)	5.0	Orthodox (Russian/Greek/etc.)
218071161	Ecuador	Urban	Spanish; Castilian	Male	16-24 years	Ecuador	Ecuador	Ecuador	Spanish; Castilian	Post-secondary non-tertiary education (ISCED 4)	4.0	Roman Catholic
792071479	Turkey	Urban	Turkish	Male	25-34 years	Turkey	Turkey	Turkey		Early childhood education (ISCED 0) / no education	3.0	Muslim
360073063	Indonesia	Urban	Indonesian	Male	55-64 years	Indonesia	Indonesia	Indonesia	Javanese	Early childhood education (ISCED 0) / no education	8.0	Muslim
360071989	Indonesia	Rural	Indonesian	Female	65 and over	Indonesia	Indonesia	Indonesia	Javanese	Primary education (ISCED 1)	1.0	Muslim
320070459	Guatemala	Urban	Spanish; Castilian	Female	45-54 years	Guatemala	Guatemala	Guatemala	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	5.0	Roman Catholic
716071125	Zimbabwe	Rural	Shona;chiShona	Male	25-34 years	Zimbabwe	Zimbabwe	Zimbabwe	Shona;chiShona	Primary education (ISCED 1)	3.0	Roman Catholic
826071704	Great Britain	Urban	English	Male		United Kingdom			English	Doctoral or equivalent (ISCED 8)		Protestant
840071211	United States	Urban	English	Female	25-34 years	United States	United States	United States	English	Bachelor or equivalent (ISCED 6)	5.0	
400070502	Jordan	Urban	Arabic	Female	16-24 years	Jordan	Jordan	Jordan	Arabic	Primary education (ISCED 1)	4.0	Muslim
392070079	Japan	Urban	Japanese	Male	45-54 years	Japan	Japan	Japan	Japanese	Upper secondary education (ISCED 3)	4.0	Do not belong to a denomination
826071191	Great Britain	Urban	English	Female	65 and over	United Kingdom			English	Upper secondary education (ISCED 3)	3.0	Do not belong to a denomination
156070714	China	Rural	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	45-54 years				Other Chinese dialects	Lower secondary education (ISCED 2)	3.0	Buddhist
124070054	Canada	Urban	English	Female	25-34 years	Canada	Guyana	Guyana	English	Doctoral or equivalent (ISCED 8)	7.0	Hindu
170075764	Colombia	Rural	Spanish; Castilian	Female	16-24 years	Colombia	Colombia	Colombia	Spanish; Castilian	Primary education (ISCED 1)	10.0	Roman Catholic
152070347	Chile	Urban	Spanish; Castilian	Male	25-34 years	Chile	Chile	Chile	Spanish; Castilian	Short-cycle tertiary education (ISCED 5)	7.0	Roman Catholic
156072304	China	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	45-54 years				Other Chinese dialects	Lower secondary education (ISCED 2)	3.0	Do not belong to a denomination
762070517	Tajikistan	Rural	Tajik	Female	55-64 years	Tajikistan	Tajikistan	Tajikistan	Tajik	Master or equivalent (ISCED 7)	5.0	Muslim
231070279	Ethiopia	Rural	Amharic	Female	16-24 years	Ethiopia	Ethiopia	Ethiopia	Amharic	Primary education (ISCED 1)	4.0	Orthodox (Russian/Greek/etc.)
558070451	Nicaragua	Urban	Spanish; Castilian	Male	16-24 years	Nicaragua	Nicaragua	Nicaragua	Spanish; Castilian	Lower secondary education (ISCED 2)	1.0	Protestant
704070188	Vietnam	Urban	Vietnamese	Female	25-34 years	Vietnam	Vietnam	Vietnam	Vietnamese	Upper secondary education (ISCED 3)	6.0	Do not belong to a denomination
818070687	Egypt	Rural	Arabic	Male	45-54 years	Egypt	Egypt	Egypt	Arabic	Early childhood education (ISCED 0) / no education	5.0	Muslim
422071129	Lebanon	Urban	Arabic	Male	16-24 years	Lebanon	Lebanon	Lebanon	Arabic	Bachelor or equivalent (ISCED 6)	2.0	Muslim
276070646	Germany	Urban	German	Male	65 and over	Germany	Germany	Germany	German	Upper secondary education (ISCED 3)	1.0	Do not belong to a denomination
32070743	Argentina	Urban	Spanish; Castilian	Female	45-54 years	Argentina			Spanish; Castilian	Upper secondary education (ISCED 3)	6.0	Roman Catholic
400071036	Jordan	Urban	Arabic	Female	25-34 years	Jordan	Jordan	Jordan	Arabic	Primary education (ISCED 1)	8.0	Muslim
586071382	Pakistan	Rural	Urdu	Male	35-44 years	Pakistan	Pakistan	Pakistan	Sindhi	Lower secondary education (ISCED 2)	4.0	Muslim
196070893	Cyprus	Rural	Turkish	Male	55-64 years	Cyprus	Cyprus	Cyprus	Turkish	Doctoral or equivalent (ISCED 8)	5.0	Muslim
124070797	Canada	Urban	English	Male	25-34 years	Bangladesh	Bangladesh	Bangladesh	Other	Bachelor or equivalent (ISCED 6)	4.0	Muslim
20070749	Andorra	Urban	Catalan; Valencian	Female	25-34 years	Portugal	Portugal	Portugal	Portuguese	Upper secondary education (ISCED 3)	4.0	Do not belong to a denomination
762070346	Tajikistan	Rural	Tajik	Female	25-34 years	Tajikistan	Tajikistan	Tajikistan	Tajik	Upper secondary education (ISCED 3)	6.0	Muslim
36071455	Australia	Urban	English	Female	65 and over	Greece	Greece	Greece	Greek, Modern	Primary education (ISCED 1)	4.0	Orthodox (Russian/Greek/etc.)
558070700	Nicaragua	Rural	Spanish; Castilian	Male	35-44 years	Nicaragua	Nicaragua	Nicaragua	Spanish; Castilian	Lower secondary education (ISCED 2)	4.0	Roman Catholic
804070876	Ukraine	Urban	Russian	Female	45-54 years	Ukraine	Ukraine	Ukraine	Russian		4.0	Protestant
792070558	Turkey	Rural	Turkish	Female	25-34 years	Turkey	Turkey	Turkey		Primary education (ISCED 1)	6.0	Muslim
642070120	Romania	Urban	Romanian, Moldavian, Moldovan	Female	65 and over	Romania	Romania	Romania	Romanian, Moldavian, Moldovan	Primary education (ISCED 1)	1.0	Orthodox (Russian/Greek/etc.)
826071113	Great Britain	Rural	English	Female	45-54 years	United Kingdom			English	Lower secondary education (ISCED 2)	3.0	Other Christian (Evangelical/Pentecostal/Fee church/etc.)
344071492	Hong Kong SAR	Urban	Cantonese	Female	25-34 years	Hong Kong SAR			Cantonese	Bachelor or equivalent (ISCED 6)	4.0	Do not belong to a denomination
196070161	Cyprus	Urban	Greek, Modern	Female	25-34 years	Slovakia	Slovakia	Slovakia	Greek, Modern	Short-cycle tertiary education (ISCED 5)	4.0	Orthodox (Russian/Greek/etc.)
368070148	Iraq	Rural	Arabic	Female	35-44 years	Iraq	Iraq	Iraq	Kurdish; Yezidi	Bachelor or equivalent (ISCED 6)	7.0	Muslim
504070622	Morocco	Urban	Arabic	Female	55-64 years	Morocco	Morocco	Morocco	Arabic	Early childhood education (ISCED 0) / no education	8.0	Muslim
170076468	Colombia	Urban	Spanish; Castilian	Female	35-44 years	Colombia	Colombia	Colombia	Spanish; Castilian	Short-cycle tertiary education (ISCED 5)	7.0	Do not belong to a denomination
554070127	New Zealand	Urban	English	Male	65 and over	New Zealand	New Zealand	New Zealand	English	Bachelor or equivalent (ISCED 6)	3.0	Other Christian (Evangelical/Pentecostal/Fee church/etc.)
364071557	Iran	Urban	Persian; Farsi; Dari	Female	25-34 years	Iran	Iran	Iran	Persian; Farsi; Dari	Master or equivalent (ISCED 7)	7.0	Muslim
320070298	Guatemala	Rural	Spanish; Castilian	Female	16-24 years	Guatemala	Guatemala	Guatemala	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	5.0	Protestant
