Continent	Sex	Religion	D_INTERVIEW	Question_Col	Question Text	Ground Truth	LLAMA Score	LLAMA Explanation	LLAMA No Demography Score
South America	Female	Do not belong to a denomination	152070761	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	1.0	4	Moderately worried due to Chile's geopolitical context and potential for regional tensions to escalate.	
South America	Female	Do not belong to a denomination	152070306	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	5.0	4	Person X, given their age (65yrs +) and being born in Chile, has lived through political instability and military coups, hence has a heightened sense of concern towards potential conflicts involving their country.	
South America	Female	Roman Catholic	862070219	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	1.0	3	Very worried, as Venezuela is already in a state of political and economic turmoil, and the risk of armed conflict is a constant concern for her.	
South America	Female	Protestant	170072414	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	2.33	3	I'm moderately worried about a war involving my country, as I have seen the devastating effects of conflict in my community and know how it can tear families and communities apart.	
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	862070488	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	2.33	4	Very worried since Venezuela is already experiencing a 'War of Sanctions' and the current situation from COVID-19 is not improving the economic and social conditions. The interviewee might be concerned about potential developments of an actual war.	
Africa	Male	Muslim	788070971	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	1.0	3	Concerned, given current political tensions and regional instability.	
Africa	Male	Muslim	788070799	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	3.67	4	Concerned about potential conflict affecting family and country's stability.	
Africa	Male	Orthodox (Russian/Greek/etc.)	566070068	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	1.0	4	Person X is very worried about the possibility of war involving their country, given their age (55-64) and the current conflict in Nigeria.	
Africa	Male	Do not belong to a denomination	504070146	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	3.67	4	As a young rural male in Morocco, Person X has a high concern about the prospect of war involving their country, given the instability and insecurity in the region.	
Africa	Male	Do not belong to a denomination	716070468	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	2.33	2	Moderately worried. It's a challenge to make ends meet given the economic situation, and the possibility of war only adds to my anxiety. However, I have faith that our country will find a way to resolve conflicts peacefully.	
Africa	Male	Roman Catholic	404070854	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	3.67	4	As a young adult male living in an urban area and being born and raised in Kenya, I have a high concern about the possibility of a war involving my country, hence my score of 4.	
Africa	Male	Roman Catholic	716070942	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	1.0	4	Being a male aged between 55-64 years old, living in rural Zimbabwe and having completed upper secondary education, Person X is likely to be worried about the possibility of a war involving their country, given the political and economic instability in the region. This is reflected in their answer of 4 out of 5.	
Africa	Female	Muslim	788070178	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	1.0	3	Very worried; Their country is already in a political crisis and a war involving it would displace them to an unknown place and put their relatives in risk	
Africa	Female	Orthodox (Russian/Greek/etc.)	231070195	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	1.0	4	Person X fears the possibility of war involving their country given the political instability in the region, which is shared by many Ethiopians.	
Africa	Female	Orthodox (Russian/Greek/etc.)	231070284	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	1.0	4	Person X is very worried about a war involving their country, given their current living in a rural area of Ethiopia and their previous experiences or witnessing conflicts in the past	
Africa	Female	Orthodox (Russian/Greek/etc.)	231071154	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	1.0	4	As a female, 25-34 years old, living in an urban area of Ethiopia, I am worried about a war involving my country (score 4) because I have witnessed the horrors of war in my country before, and I am fearful for my family's safety and future.	
North America	Male	Other	124074619	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	5.0	3	Since Person X was born in Brazil but currently living in Canada, they may have mixed feelings about the possibility of a war involving their country, therefore, they are moderately worried (score 3).	
North America	Male	Orthodox (Russian/Greek/etc.)	124074018	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	2.33	4	Given that Person X is male, Canadian-born and English-speaking, he might be worried about the economic and social impacts of a potential war on his country.	
North America	Male	Orthodox (Russian/Greek/etc.)	840071552	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	3.67	3	Moderately worried, as the current geopolitical tensions with neighboring countries could potentially escalate into a full-scale conflict.	
North America	Male	Orthodox (Russian/Greek/etc.)	124073119	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	2.33	4	As a male, urban living, someone born in another country and has lived in an English-speaking country for a while, and with a high level of education and household income, Person X is likely worried about a war involving their country, giving a score of 4 out of 5.	
North America	Male	Do not belong to a denomination	124073065	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	5.0	3	Moderately worried, considering Canada's peaceful reputation and lack of involvement in wars.	
North America	Male	Buddhist	124072876	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	5.0	4	Given that Person X is a young male, from Sri Lanka, who was born and has spent his entire life there, with limited exposure to international affairs and no direct personal experience of war, it is natural for him to be worried to some extent about the possibility of a war involving his country. Therefore, his answer is likely to be a score of 4.	
North America	Male	Protestant	124073479	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	2.33	3	Person X, a 65 years old male, born and raised in Canada, is worried about the threat of war involving Canada, given the current geopolitical tensions and conflicts around the world. They score a 3 on the worry scale, indicating a moderate level of concern.	
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	630070110	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	2.33	3	I'm reasonably worried about a war involving my country because of the current geopolitical tensions and conflicts in the region, but I also have faith in the resilience and strength of my country and its people.	
North America	Female	Muslim	840072812	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	3.67	4	Given the current political climate and tensions between countries, it is natural for Person X to be worried about the possibility of a war involving their country.	
North America	Female	Do not belong to a denomination	124075729	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	3.67	3	As a young adult female residing in urban Canada, Person X is moderately worried about the possibility of a war involving her country, rating it a 3 on the scale of 1 to 5.	
North America	Female	Do not belong to a denomination	124072336	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	5.0	3	Moderately worried about a war involving my country, as Canada is generally peaceful and has not been involved in many conflicts, but the current global political climate is unpredictable.	
North America	Female	Roman Catholic	630070162	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	1.0	3	Moderately worried as Puerto Rico is a small island nation with limited military capabilities and is geographically close to conflict zones, which could potentially put it in harm's way.	
North America	Female	Roman Catholic	320070384	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	1.0	4	Feeling extremely worried about the possibility of a war involving her country, given the current geopolitical tensions and the fact that she lives in a country with a history of political instability.	
North America	Female	Buddhist	840072782	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	2.33	3	Somewhat worried. As a Buddhist, I believe in the teachings of non-violence and peace, but being born and raised in the United States, I cannot help but feel concerned about the current geopolitical tensions and their potential to escalate into conflict.	
North America	Female	Buddhist	124072638	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	1.0	3	As a Canadian-born Chinese woman living in rural Canada with a post-secondary non-tertiary education and income at the middle level, I am fairly worried about a war involving my country (score 3) because I value the stability and peace that Canada has provided for me and my family, and I fear that a war might disrupt this stability and compromise our safety.	
North America	Female	Protestant	124073210	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	5.0	3	As a Canadian-born woman of German and British descent who speaks English at home and has a bachelor's degree, Person X is moderately worried about a war involving their country (score: 3) because they value the stability and peace that Canada has long enjoyed.	
North America	Female	Protestant	840072814	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	3.67	4	Very worried, considering the political tensions between Nations and the fragile peace keeping efforts globally.	
North America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	124073668	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	3.67	4	As a senior citizen born and raised in Canada, I am not overly worried about a war involving my country because of its stable political and social environment, strong economy, and robust military. However, given the current geopolitical tensions, I cannot help but feel a moderate level of concern.	
Oceania	Male	Do not belong to a denomination	36071527	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	5.0	3	Moderately worried, given my urban upbringing and current residence in Australia, where the likelihood of being involved in a war is low. However, being a man in the 45-54 age group, I have lived through events like the Gulf War and the War on Terror, so the possibility of conflict does weigh on my mind.	
Oceania	Male	Do not belong to a denomination	36071516	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	3.67	4	Fairly concerned about the possibility of a war involving Australia given geopolitical tensions; prioritize maintaining peace and international cooperation.	
Oceania	Male	Roman Catholic	36070837	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	3.67	4	Person X is very worried about the situation as they have experienced war in their lifetime, specifically in the United Kingdom.	
Oceania	Male	Roman Catholic	36071765	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	1.0	4	Somewhat worried, considering the current geopolitical tensions and potential risks for Australia.	
Oceania	Male	Roman Catholic	36071263	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	3.67	4	Very worried, given Australia's history of military involvement and the current geopolitical tensions.	
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070619	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	5.0	4	I am worried about the potential impact of a war on my country's stability and economy, but I have faith in our military and government's ability to protect us.	
Oceania	Female	Do not belong to a denomination	36071223	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	3.67	4	Very worried due to the conflict in Germany and the potential for it to escalate.	
Oceania	Female	Roman Catholic	36071303	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	2.33	4	As a middle-class woman living in an urban area and practicing Roman Catholic, I fear that a war involving my country could have severe economic and social repercussions and potentially threaten the stability of my family.	
Oceania	Female	Protestant	36070266	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	5.0	3	Concerned but not overly so, I'm confident in my country's military and diplomatic efforts.	
Oceania	Female	Protestant	36070651	Q146	On a scale of 1 to 5, 1 meaning 'Very much' and 5 meaning 'Not at all', how worried are you about the following situation: A war involving your country?	2.33	4	Very worried, given the current geopolitical tensions and history of conflicts in the region.	
Asia	Male	Muslim	400071154	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	1.0	4	As a Muslim living in a conservative rural area in Jordan where religious freedoms are important, I believe the government should not have the right to collect information about individuals without their knowledge. This is a violation of privacy and could potentially infringe on our religious rights.	
Asia	Male	Muslim	360070145	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	3.67	3	As a Muslim man living in a rural area of Indonesia, I operate within a society where privacy and surveillance are crucial concerns. When considering the government's rights to collect information about individuals without their knowledge, I believe a score of 3 accurately represents my opinion.	
Asia	Male	Muslim	458070494	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	3.67	4	Intelligence agencies need information to protect citizens. However, this right should be used with caution, Legislative oversight and transparency is needed to prevent abuse.	
Asia	Male	Muslim	458070333	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	3.67	4	I believe that the government should have some level of authority to collect information in order to maintain national security and public safety, but not without the knowledge of the individuals being monitored.	
Asia	Male	Do not belong to a denomination	344070695	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	2.33	4	I believe the government should only collect information that is essential and necessary, but without my knowledge, it feels like an invasion of privacy.	
Asia	Male	Do not belong to a denomination	410071086	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	5.0	3	I think the government should have some guidelines and parameters in place before collecting information about citizens without their knowledge, but not have the complete right to do so.	
Asia	Male	Buddhist	496070424	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	1.0	4	I believe the government should have moderate levels of surveillance to maintain public order and safety, but not without the knowledge of its citizens. Mongolians value their privacy and may be wary of extensive government surveillance.	
Asia	Male	Protestant	608070569	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	2.33	4	I believe that the government should have some level of surveillance to maintain public safety, but not without the knowledge of the individuals being monitored.	
Asia	Male	Protestant	496070793	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	3.67	4	I believe the government should not have unlimited power to collect information. Being a Mongolian citizen, I value my privacy and the right to know what information is being collected about me.	
Asia	Male	Protestant	410070222	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	5.0	3	I think the government should not have the right to collect information about anyone living in the country without their knowledge. It's important to respect individuals' privacy and civil liberties.	
Asia	Male	Protestant	702070059	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	2.33	3	As a Singaporean Male in the 25-34 age group with a Bachelor's education, I believe the government should not have the right to collect information about anyone without their knowledge. The potential for abuse of power and invasion of privacy outweighs the potential benefits.	
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070869	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	5.0	3	Person X, being a male aged 35-44 living in urban Malaysia, is likely to hold a moderate stance on data privacy. As an evangelical Christian, they may view data collection by the government with skepticism, but also recognize the importance of security in maintaining public order and good governance. They may score a 3 on the scale, signifying that the government should have some level of authority to collect information, but with proper safeguards and transparency to protect individual privacy.	
Asia	Male	Hindu	702070345	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	3.67	3	I am not comfortable with the government collecting information about me without my knowledge, as I value my privacy and the right to consent. However, I do trust my government to use this information responsibly and only when necessary.	
Asia	Female	Muslim	764071444	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	3.67	4	Person X believes that the government should not have the right to collect information about individuals without their knowledge, as this could be seen as an invasion of privacy and a potential violation of human rights.	
Asia	Female	Muslim	586070005	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	3.67	4	As a conservative Muslim woman living in a predominantly Muslim country, I believe the government should have some level of authority to collect information to maintain national security and prevent harm, but it should not be unbridled and without oversight.	
Asia	Female	Other	446070781	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	3.67	4	I think the government should have the right to collect information to ensure safety and prevent crime.	
Asia	Female	Other	158070616	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	2.33	4	With a strong distrust of government, Person X believes the government should not have the right to collect information about its citizens without their knowledge, scoring a 4 on the scale.	
Asia	Female	Orthodox (Russian/Greek/etc.)	417071035	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	5.0	3	I believe the government should not have the right to collect information about its citizens without their knowledge. It is important to respect people's privacy and only collect information when it is necessary and with their consent.	
Asia	Female	Do not belong to a denomination	156071773	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	2.33	4	Person X from rural China with a primary education and an income of $600 feels that government should have some autonomy to collect information to maintain law and order, but with proper regulation and oversight to prevent misuse.	
Asia	Female	Do not belong to a denomination	702071311	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	5.0	3	I think the government should have some level of oversight to maintain public safety, but not without my knowledge or consent.	
Asia	Female	Buddhist	104070046	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	3.67	3	I feel the govt should have some rights to collect info for the security of the country but not too much that it invades our privacy.	
Asia	Female	Buddhist	764071205	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	5.0	3	I think it's important for the government to have some degree of oversight to ensure national security, but collecting information without knowledge or consent is not the right approach.	
Asia	Female	Protestant	344071005	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	5.0	3	As a protestant woman living in a relatively urban area in Hong Kong, I believe that the government should not have unrestricted access to collect information about citizens without their knowledge. It is essential to maintain a balance between public safety and individual privacy.	
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070487	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	3.67	4	I think the government should not have the right to collect information about anyone without their knowledge. This would be an invasion of privacy and could lead to abuses of power.	
Asia	Female	Hindu	702070743	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	5.0	4	As a law-abiding citizen, I believe that the government should have some degree of power to collect information for security and law enforcement purposes. However, I also believe that this power should be used responsibly and with proper oversight to prevent abuse.	
Asia	Female	Hindu	50070332	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	2.33	4	I think the government should have the right to collect information, but only when it is necessary for public safety and the information is kept confidential.	
Europe	Male	Other	528070613	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	2.33	3	I believe 3 because I value my privacy a lot.	
Europe	Male	Orthodox (Russian/Greek/etc.)	196070477	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	3.67	3	I believe that the government should have some level of transparency in their data collection practices. However, collecting information without the knowledge of individuals is a violation of their privacy and should be limited.	
Europe	Male	Do not belong to a denomination	909070291	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	5.0	4	Person X feels that the government should have some latitude in gathering information to ensure public safety, but such data must be held and utilized responsibly.	
Europe	Male	Roman Catholic	203070614	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	2.33	4	I believe my government should have the right to collect information to ensure the safety of its citizens, but this power should be used with caution and transparency.	
Europe	Male	Roman Catholic	20070690	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	5.0	4	According to Person X, the government should have some degree of access to information about its citizens, but not without their knowledge or consent. A score of 4 reflects the view that the right to privacy and the need for security are both important considerations.	
Europe	Male	Protestant	826072488	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	1.0	3	I believe my government should not have the right to collect information about me without my knowledge. It is important to respect individual privacy and protect against potential abuses of power.	
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826070429	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	2.33	2	With my elderly status and living in rural Great Britain, I have concerns about privacy and security, so I lean towards the government not having the right to collect information about anyone without their knowledge.	
Europe	Male	Hindu	300070057	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	5.0	1	As a male of 45-54 years from Bangladesh and currently living in Greece, I am hesitant for the government to collect information about anyone living in the country without their knowledge, scoring a 1 on the scale.	
Europe	Male	Hindu	20070595	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	5.0	2	I'm a male, Indo-born with a decent education and urban upbringing, so why should I worry about surveillance? But my mom and dad were also vigilant about such matters.	
Europe	Female	Muslim	300071090	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	5.0	4	I believe that the government should have some level of surveillance to maintain national security, but it should be done with the proper oversight and protection of individual rights.	
Europe	Female	Muslim	643070466	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	5.0	4	Well, I believe the government should have some power to keep us safe, but not at the cost of our privacy. So, I lean towards a score of 4.	
Europe	Female	Other	528071557	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	3.67	4	As a Dutch person, I value my privacy and the protection of my personal information. While I understand the need for government surveillance to ensure national security, I believe that it should always be subject to strict oversight and transparency. A score of 4 indicates that I think the government should have some right to collect information, but it should be carefully regulated and balanced against the need for individual privacy and autonomy.	
Europe	Female	Other	20070627	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	5.0	4	I believe the government should have the right to collect information to maintain public order and security, but only with a warrant.	
Europe	Female	Orthodox (Russian/Greek/etc.)	643070500	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	3.67	4	I believe the government should have some level of surveillance to ensure national security, but it should not be without oversight and should be limited to only what is necessary.	
Europe	Female	Orthodox (Russian/Greek/etc.)	51070994	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	5.0	3	I believe the government should not have the right to collect information without consent as it can lead to a violation of privacy and potential for misuse of power.	
Europe	Female	Protestant	528071495	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	3.67	2	As a 65+ year-old female living in the Netherlands, I believe that the government should only collect information when necessary and with consent.	
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826071111	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	5.0	4	Person X as an elderly woman from a rural area in the United Kingdom, places her score at 4, because she grew up during a time where privacy and data protection were not as big of a concern, and the government collecting information without consent was more common. However, she does acknowledge the importance of data protection in today's digital age.	
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	703070725	Q198	On a scale of 1 to 5, 1 meaning 'Definitely should have the right' and 5 meaning 'Definitely should not have the right', do you think that your country’s government should or should not have the right to collect information about anyone living in this country without their knowledge?	3.67	3	I believe the government should have some level of surveillance to maintain national security, but citizens should be aware of the information being collected and how it'll be used..	
