Continent	Sex	Religion	D_INTERVIEW	Question_col
Europe	Male	Hindu	300070057	Q146
Europe	Male	Hindu	528072032	Q146
Europe	Male	Hindu	20070922	Q146
Europe	Male	Hindu	20070595	Q146
Europe	Male	Hindu	20070304	Q146
Europe	Female	Muslim	196070980	Q146
Europe	Female	Muslim	196070853	Q146
Europe	Female	Muslim	196070851	Q146
Europe	Female	Muslim	196070513	Q146
Europe	Female	Muslim	196070546	Q146
Europe	Female	Other	528071557	Q146
Europe	Female	Other	51070064	Q146
Europe	Female	Other	20070627	Q146
Europe	Female	Other	826072471	Q146
Europe	Female	Other	528071492	Q146
Europe	Female	Orthodox (Russian/Greek/etc.)	642070917	Q146
Europe	Female	Orthodox (Russian/Greek/etc.)	300070081	Q146
Europe	Female	Orthodox (Russian/Greek/etc.)	642070546	Q146
Europe	Female	Orthodox (Russian/Greek/etc.)	51070390	Q146
Europe	Female	Orthodox (Russian/Greek/etc.)	196070255	Q146
Europe	Female	Do not belong to a denomination	203071058	Q146
Europe	Female	Do not belong to a denomination	826071039	Q146
Europe	Female	Do not belong to a denomination	51070558	Q146
Europe	Female	Do not belong to a denomination	203070934	Q146
Europe	Female	Do not belong to a denomination	528070480	Q146
Europe	Female	Roman Catholic	20070334	Q146
Europe	Female	Roman Catholic	703070102	Q146
Europe	Female	Roman Catholic	276071230	Q146
Europe	Female	Roman Catholic	703071031	Q146
Europe	Female	Roman Catholic	909070288	Q146
Europe	Female	Protestant	826071393	Q146
Europe	Female	Protestant	528071948	Q146
Europe	Female	Protestant	826072281	Q146
Europe	Female	Protestant	276071467	Q146
Europe	Female	Protestant	528070780	Q146
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826070753	Q146
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826070754	Q146
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826070050	Q146
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	804070818	Q146
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826070004	Q146
South America	Male	Other	218071118	Q146
South America	Male	Other	76070679	Q146
South America	Male	Other	604070799	Q146
South America	Male	Other	76070249	Q146
South America	Male	Other	76071206	Q146
South America	Male	Do not belong to a denomination	170071768	Q146
South America	Male	Do not belong to a denomination	76070016	Q146
South America	Male	Do not belong to a denomination	218070842	Q146
South America	Male	Do not belong to a denomination	170070197	Q146
South America	Male	Do not belong to a denomination	152070704	Q146
South America	Male	Roman Catholic	76071759	Q146
South America	Male	Roman Catholic	68070913	Q146
South America	Male	Roman Catholic	152070904	Q146
South America	Male	Roman Catholic	862070937	Q146
South America	Male	Roman Catholic	218070107	Q146
South America	Male	Protestant	76070797	Q146
South America	Male	Protestant	68070614	Q146
South America	Male	Protestant	862070479	Q146
South America	Male	Protestant	76071196	Q146
South America	Male	Protestant	218070411	Q146
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	68070567	Q146
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170073138	Q146
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170075529	Q146
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	862070074	Q146
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170078403	Q146
South America	Female	Other	32070763	Q146
South America	Female	Other	32070549	Q146
South America	Female	Other	32070297	Q146
South America	Female	Other	76070856	Q146
South America	Female	Other	76071940	Q146
South America	Female	Do not belong to a denomination	218070954	Q146
South America	Female	Do not belong to a denomination	170079249	Q146
South America	Female	Do not belong to a denomination	170074578	Q146
South America	Female	Do not belong to a denomination	152070761	Q146
South America	Female	Do not belong to a denomination	152070306	Q146
South America	Female	Roman Catholic	862070219	Q146
South America	Female	Roman Catholic	68071995	Q146
South America	Female	Roman Catholic	604071022	Q146
South America	Female	Roman Catholic	862070685	Q146
South America	Female	Roman Catholic	152070843	Q146
South America	Female	Protestant	170072414	Q146
South America	Female	Protestant	68071861	Q146
South America	Female	Protestant	76071313	Q146
South America	Female	Protestant	68071086	Q146
South America	Female	Protestant	76070841	Q146
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	68070340	Q146
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	68070977	Q146
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170074738	Q146
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	218070518	Q146
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	862070488	Q146
Africa	Male	Muslim	788070971	Q146
Africa	Male	Muslim	504070103	Q146
Africa	Male	Muslim	788070383	Q146
Africa	Male	Muslim	788070799	Q146
Africa	Male	Muslim	434070790	Q146
Africa	Male	Orthodox (Russian/Greek/etc.)	231071088	Q146
Africa	Male	Orthodox (Russian/Greek/etc.)	231070230	Q146
Africa	Male	Orthodox (Russian/Greek/etc.)	231070555	Q146
Africa	Male	Orthodox (Russian/Greek/etc.)	566070760	Q146
Africa	Male	Orthodox (Russian/Greek/etc.)	566070068	Q146
Africa	Male	Do not belong to a denomination	504070146	Q146
Africa	Male	Do not belong to a denomination	716071176	Q146
Africa	Male	Do not belong to a denomination	716070619	Q146
Africa	Male	Do not belong to a denomination	404070061	Q146
Africa	Male	Do not belong to a denomination	716070468	Q146
Africa	Male	Roman Catholic	716071082	Q146
Africa	Male	Roman Catholic	404070854	Q146
Africa	Male	Roman Catholic	716070942	Q146
Africa	Male	Roman Catholic	716070561	Q146
Africa	Male	Roman Catholic	404070990	Q146
Africa	Male	Protestant	404070117	Q146
Africa	Male	Protestant	231070961	Q146
Africa	Male	Protestant	231070811	Q146
Africa	Male	Protestant	566070325	Q146
Africa	Male	Protestant	716070484	Q146
Africa	Female	Muslim	788070943	Q146
Africa	Female	Muslim	788070178	Q146
Africa	Female	Muslim	788070442	Q146
Africa	Female	Muslim	788071026	Q146
Africa	Female	Muslim	231071060	Q146
Africa	Female	Orthodox (Russian/Greek/etc.)	231070195	Q146
Africa	Female	Orthodox (Russian/Greek/etc.)	231070284	Q146
Africa	Female	Orthodox (Russian/Greek/etc.)	231070725	Q146
Africa	Female	Orthodox (Russian/Greek/etc.)	231070495	Q146
Africa	Female	Orthodox (Russian/Greek/etc.)	231071154	Q146
Africa	Female	Do not belong to a denomination	716070719	Q146
Africa	Female	Do not belong to a denomination	566071005	Q146
Africa	Female	Do not belong to a denomination	788070589	Q146
Africa	Female	Do not belong to a denomination	716070318	Q146
Africa	Female	Do not belong to a denomination	716070172	Q146
Africa	Female	Roman Catholic	716070843	Q146
Africa	Female	Roman Catholic	566070866	Q146
Africa	Female	Roman Catholic	716070503	Q146
Africa	Female	Roman Catholic	404070684	Q146
Africa	Female	Roman Catholic	716070543	Q146
Africa	Female	Protestant	566070730	Q146
Africa	Female	Protestant	404070091	Q146
Africa	Female	Protestant	231070152	Q146
Africa	Female	Protestant	404070790	Q146
Africa	Female	Protestant	404070130	Q146
North America	Male	Muslim	124070266	Q146
North America	Male	Muslim	124074603	Q146
North America	Male	Muslim	124073205	Q146
North America	Male	Muslim	840072690	Q146
North America	Male	Muslim	124071047	Q146
North America	Male	Other	124070670	Q146
North America	Male	Other	124071962	Q146
North America	Male	Other	124073285	Q146
North America	Male	Other	124074619	Q146
North America	Male	Other	124074936	Q146
North America	Male	Orthodox (Russian/Greek/etc.)	124070992	Q146
North America	Male	Orthodox (Russian/Greek/etc.)	124074018	Q146
North America	Male	Orthodox (Russian/Greek/etc.)	840071552	Q146
North America	Male	Orthodox (Russian/Greek/etc.)	124073119	Q146
North America	Male	Orthodox (Russian/Greek/etc.)	124070933	Q146
North America	Male	Do not belong to a denomination	124073941	Q146
North America	Male	Do not belong to a denomination	124074832	Q146
North America	Male	Do not belong to a denomination	124073065	Q146
North America	Male	Do not belong to a denomination	124072447	Q146
North America	Male	Do not belong to a denomination	124073540	Q146
North America	Male	Roman Catholic	124071329	Q146
North America	Male	Roman Catholic	484071449	Q146
North America	Male	Roman Catholic	484070713	Q146
North America	Male	Roman Catholic	484070427	Q146
North America	Male	Roman Catholic	124073050	Q146
North America	Male	Buddhist	484070928	Q146
North America	Male	Buddhist	124075385	Q146
North America	Male	Buddhist	124072876	Q146
North America	Male	Buddhist	840072459	Q146
North America	Male	Buddhist	840072719	Q146
North America	Male	Protestant	840071945	Q146
North America	Male	Protestant	840072986	Q146
North America	Male	Protestant	840073159	Q146
North America	Male	Protestant	124073479	Q146
North America	Male	Protestant	558070895	Q146
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	558070833	Q146
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	558070010	Q146
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	630071087	Q146
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	630071072	Q146
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	630070110	Q146
North America	Male	Jew	124070522	Q146
North America	Male	Jew	124073544	Q146
North America	Male	Jew	124072322	Q146
North America	Male	Jew	124070226	Q146
North America	Male	Jew	124076065	Q146
North America	Female	Muslim	840072812	Q146
North America	Female	Muslim	124072524	Q146
North America	Female	Muslim	840072305	Q146
North America	Female	Muslim	124072768	Q146
North America	Female	Muslim	124073003	Q146
North America	Female	Other	124073543	Q146
North America	Female	Other	124071575	Q146
North America	Female	Other	124071227	Q146
North America	Female	Other	124072983	Q146
North America	Female	Other	124070729	Q146
North America	Female	Do not belong to a denomination	124075729	Q146
North America	Female	Do not belong to a denomination	124072336	Q146
North America	Female	Do not belong to a denomination	840071231	Q146
North America	Female	Do not belong to a denomination	124071161	Q146
North America	Female	Do not belong to a denomination	124075203	Q146
North America	Female	Roman Catholic	630071068	Q146
North America	Female	Roman Catholic	630070162	Q146
North America	Female	Roman Catholic	320070384	Q146
North America	Female	Roman Catholic	320070306	Q146
North America	Female	Roman Catholic	320070091	Q146
North America	Female	Buddhist	630070014	Q146
North America	Female	Buddhist	840072782	Q146
North America	Female	Buddhist	124072638	Q146
North America	Female	Buddhist	840071418	Q146
North America	Female	Buddhist	630070030	Q146
North America	Female	Protestant	124073210	Q146
North America	Female	Protestant	320070022	Q146
North America	Female	Protestant	124073045	Q146
North America	Female	Protestant	840071780	Q146
North America	Female	Protestant	840072814	Q146
North America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	630071154	Q146
North America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	558070187	Q146
North America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	124073668	Q146
North America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	630070199	Q146
North America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	558070094	Q146
Oceania	Male	Do not belong to a denomination	36070737	Q146
Oceania	Male	Do not belong to a denomination	36071527	Q146
Oceania	Male	Do not belong to a denomination	36070442	Q146
Oceania	Male	Do not belong to a denomination	36071516	Q146
Oceania	Male	Do not belong to a denomination	36071071	Q146
Oceania	Male	Roman Catholic	36070837	Q146
Oceania	Male	Roman Catholic	36071765	Q146
Oceania	Male	Roman Catholic	36071263	Q146
Oceania	Male	Roman Catholic	36070814	Q146
Oceania	Male	Roman Catholic	36070626	Q146
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	36071293	Q146
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070432	Q146
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	36071462	Q146
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	36070332	Q146
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070619	Q146
Oceania	Female	Do not belong to a denomination	36070438	Q146
Oceania	Female	Do not belong to a denomination	36071223	Q146
Oceania	Female	Do not belong to a denomination	36070311	Q146
Oceania	Female	Do not belong to a denomination	36070957	Q146
Oceania	Female	Do not belong to a denomination	36071408	Q146
Oceania	Female	Roman Catholic	36070041	Q146
Oceania	Female	Roman Catholic	36071303	Q146
Oceania	Female	Roman Catholic	554071058	Q146
Oceania	Female	Roman Catholic	36071128	Q146
Oceania	Female	Roman Catholic	36070888	Q146
Oceania	Female	Protestant	36070266	Q146
Oceania	Female	Protestant	36070651	Q146
Oceania	Female	Protestant	36070820	Q146
Oceania	Female	Protestant	36070057	Q146
Oceania	Female	Protestant	36070879	Q146
Oceania	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	36071165	Q146
Oceania	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070238	Q146
Oceania	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070176	Q146
Oceania	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070506	Q146
Oceania	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070237	Q146
Asia	Male	Muslim	400071154	Q198
Asia	Male	Muslim	360070145	Q198
Asia	Male	Muslim	762070251	Q198
Asia	Male	Muslim	458070494	Q198
Asia	Male	Muslim	458070333	Q198
Asia	Male	Other	702071441	Q198
Asia	Male	Other	702070954	Q198
Asia	Male	Other	158071042	Q198
Asia	Male	Other	158070655	Q198
Asia	Male	Other	158070538	Q198
Asia	Male	Orthodox (Russian/Greek/etc.)	398071234	Q198
Asia	Male	Orthodox (Russian/Greek/etc.)	398070092	Q198
Asia	Male	Orthodox (Russian/Greek/etc.)	417071067	Q198
Asia	Male	Orthodox (Russian/Greek/etc.)	422070689	Q198
Asia	Male	Orthodox (Russian/Greek/etc.)	410070537	Q198
Asia	Male	Do not belong to a denomination	344070695	Q198
Asia	Male	Do not belong to a denomination	410071086	Q198
Asia	Male	Do not belong to a denomination	704070875	Q198
Asia	Male	Do not belong to a denomination	158070115	Q198
Asia	Male	Do not belong to a denomination	446070504	Q198
Asia	Male	Roman Catholic	608070843	Q198
Asia	Male	Roman Catholic	608070923	Q198
Asia	Male	Roman Catholic	608071105	Q198
Asia	Male	Roman Catholic	496071605	Q198
Asia	Male	Roman Catholic	702070159	Q198
Asia	Male	Buddhist	392070472	Q198
Asia	Male	Buddhist	764070342	Q198
Asia	Male	Buddhist	104070989	Q198
Asia	Male	Buddhist	764071077	Q198
Asia	Male	Buddhist	496070424	Q198
Asia	Male	Protestant	608070569	Q198
Asia	Male	Protestant	496070793	Q198
Asia	Male	Protestant	702070455	Q198
Asia	Male	Protestant	410070222	Q198
Asia	Male	Protestant	702070059	Q198
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070935	Q198
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070869	Q198
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070431	Q198
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070950	Q198
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	608070285	Q198
Asia	Male	Hindu	702071551	Q198
Asia	Male	Hindu	702071867	Q198
Asia	Male	Hindu	458070236	Q198
Asia	Male	Hindu	458070456	Q198
Asia	Male	Hindu	702070345	Q198
Asia	Female	Muslim	764071444	Q198
Asia	Female	Muslim	104071158	Q198
Asia	Female	Muslim	364072276	Q198
Asia	Female	Muslim	398070206	Q198
Asia	Female	Muslim	586070005	Q198
Asia	Female	Other	158070737	Q198
Asia	Female	Other	158070129	Q198
Asia	Female	Other	446070781	Q198
Asia	Female	Other	158070616	Q198
Asia	Female	Other	392071004	Q198
Asia	Female	Orthodox (Russian/Greek/etc.)	398070598	Q198
Asia	Female	Orthodox (Russian/Greek/etc.)	398070575	Q198
Asia	Female	Orthodox (Russian/Greek/etc.)	417071035	Q198
Asia	Female	Orthodox (Russian/Greek/etc.)	422070638	Q198
Asia	Female	Orthodox (Russian/Greek/etc.)	398071275	Q198
Asia	Female	Do not belong to a denomination	704070467	Q198
Asia	Female	Do not belong to a denomination	410070579	Q198
Asia	Female	Do not belong to a denomination	156071773	Q198
Asia	Female	Do not belong to a denomination	410070933	Q198
Asia	Female	Do not belong to a denomination	702071311	Q198
Asia	Female	Roman Catholic	422070818	Q198
Asia	Female	Roman Catholic	496071325	Q198
Asia	Female	Roman Catholic	608070810	Q198
Asia	Female	Roman Catholic	496071206	Q198
Asia	Female	Roman Catholic	422070642	Q198
Asia	Female	Buddhist	104070046	Q198
Asia	Female	Buddhist	496071526	Q198
Asia	Female	Buddhist	764071205	Q198
Asia	Female	Buddhist	392070074	Q198
Asia	Female	Buddhist	764071315	Q198
Asia	Female	Protestant	410070754	Q198
Asia	Female	Protestant	702070697	Q198
Asia	Female	Protestant	702070945	Q198
Asia	Female	Protestant	360072741	Q198
Asia	Female	Protestant	344071005	Q198
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458071091	Q198
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	446070948	Q198
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	446070320	Q198
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070487	Q198
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070097	Q198
Asia	Female	Hindu	702070743	Q198
Asia	Female	Hindu	360072434	Q198
Asia	Female	Hindu	360072413	Q198
Asia	Female	Hindu	702071664	Q198
Asia	Female	Hindu	50070332	Q198
Europe	Male	Muslim	196070849	Q198
Europe	Male	Muslim	196070520	Q198
Europe	Male	Muslim	196070608	Q198
Europe	Male	Muslim	196070585	Q198
Europe	Male	Muslim	643071445	Q198
Europe	Male	Other	528070613	Q198
Europe	Male	Other	804070500	Q198
Europe	Male	Other	276071320	Q198
Europe	Male	Other	276070162	Q198
Europe	Male	Other	528071951	Q198
Europe	Male	Orthodox (Russian/Greek/etc.)	642070182	Q198
Europe	Male	Orthodox (Russian/Greek/etc.)	51070289	Q198
Europe	Male	Orthodox (Russian/Greek/etc.)	642071006	Q198
Europe	Male	Orthodox (Russian/Greek/etc.)	196070477	Q198
Europe	Male	Orthodox (Russian/Greek/etc.)	804071161	Q198
Europe	Male	Do not belong to a denomination	826072350	Q198
Europe	Male	Do not belong to a denomination	528071710	Q198
Europe	Male	Do not belong to a denomination	203070514	Q198
Europe	Male	Do not belong to a denomination	909070291	Q198
Europe	Male	Do not belong to a denomination	528071730	Q198
Europe	Male	Roman Catholic	203070614	Q198
Europe	Male	Roman Catholic	20070690	Q198
Europe	Male	Roman Catholic	703070849	Q198
Europe	Male	Roman Catholic	528071708	Q198
Europe	Male	Roman Catholic	703070953	Q198
Europe	Male	Protestant	826072488	Q198
Europe	Male	Protestant	688070182	Q198
Europe	Male	Protestant	804070009	Q198
Europe	Male	Protestant	826071665	Q198
Europe	Male	Protestant	703070821	Q198
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826070429	Q198
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826071427	Q198
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826071745	Q198
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826071078	Q198
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826070746	Q198
Europe	Male	Hindu	300070057	Q198
Europe	Male	Hindu	826071056	Q198
Europe	Male	Hindu	20070595	Q198
Europe	Male	Hindu	20070922	Q198
Europe	Male	Hindu	20070694	Q198
Europe	Female	Muslim	300071090	Q198
Europe	Female	Muslim	196070990	Q198
Europe	Female	Muslim	276070935	Q198
Europe	Female	Muslim	643070466	Q198
Europe	Female	Muslim	196070764	Q198
Europe	Female	Other	51070064	Q198
Europe	Female	Other	528071557	Q198
Europe	Female	Other	20070627	Q198
Europe	Female	Other	643070887	Q198
Europe	Female	Other	300070274	Q198
Europe	Female	Orthodox (Russian/Greek/etc.)	643071104	Q198
Europe	Female	Orthodox (Russian/Greek/etc.)	643070500	Q198
Europe	Female	Orthodox (Russian/Greek/etc.)	688070833	Q198
Europe	Female	Orthodox (Russian/Greek/etc.)	51070994	Q198
Europe	Female	Orthodox (Russian/Greek/etc.)	20070606	Q198
Europe	Female	Do not belong to a denomination	826071257	Q198
Europe	Female	Do not belong to a denomination	276071181	Q198
Europe	Female	Do not belong to a denomination	643070439	Q198
Europe	Female	Do not belong to a denomination	203070641	Q198
Europe	Female	Do not belong to a denomination	203071015	Q198
Europe	Female	Roman Catholic	909070288	Q198
Europe	Female	Roman Catholic	703070359	Q198
Europe	Female	Roman Catholic	20070536	Q198
Europe	Female	Roman Catholic	703070059	Q198
Europe	Female	Roman Catholic	276070584	Q198
Europe	Female	Protestant	826070986	Q198
Europe	Female	Protestant	804070012	Q198
Europe	Female	Protestant	826070952	Q198
Europe	Female	Protestant	528071948	Q198
Europe	Female	Protestant	528071495	Q198
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826072379	Q198
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826071017	Q198
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826071111	Q198
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	703070725	Q198
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826072235	Q198
South America	Male	Other	604071267	Q198
South America	Male	Other	32070827	Q198
South America	Male	Other	604070799	Q198
South America	Male	Other	32070548	Q198
South America	Male	Other	76071154	Q198
South America	Male	Do not belong to a denomination	152070652	Q198
South America	Male	Do not belong to a denomination	32070117	Q198
South America	Male	Do not belong to a denomination	152070712	Q198
South America	Male	Do not belong to a denomination	170073362	Q198
South America	Male	Do not belong to a denomination	170078299	Q198
South America	Male	Roman Catholic	862070570	Q198
South America	Male	Roman Catholic	170073330	Q198
South America	Male	Roman Catholic	76071566	Q198
South America	Male	Roman Catholic	152070827	Q198
South America	Male	Roman Catholic	170070366	Q198
South America	Male	Protestant	862071058	Q198
South America	Male	Protestant	76071644	Q198
South America	Male	Protestant	862070301	Q198
South America	Male	Protestant	68070768	Q198
South America	Male	Protestant	862071075	Q198
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170073138	Q198
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	68071631	Q198
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170071307	Q198
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170070112	Q198
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170078403	Q198
South America	Female	Other	218071019	Q198
South America	Female	Other	76071940	Q198
South America	Female	Other	152070663	Q198
South America	Female	Other	152070923	Q198
South America	Female	Other	152070802	Q198
South America	Female	Do not belong to a denomination	218071144	Q198
South America	Female	Do not belong to a denomination	170076843	Q198
South America	Female	Do not belong to a denomination	76070962	Q198
South America	Female	Do not belong to a denomination	170076469	Q198
South America	Female	Do not belong to a denomination	76071630	Q198
South America	Female	Roman Catholic	76070594	Q198
South America	Female	Roman Catholic	218070253	Q198
South America	Female	Roman Catholic	170075018	Q198
South America	Female	Roman Catholic	68070806	Q198
South America	Female	Roman Catholic	862070553	Q198
South America	Female	Protestant	76071122	Q198
South America	Female	Protestant	68070861	Q198
South America	Female	Protestant	68070933	Q198
South America	Female	Protestant	76071189	Q198
South America	Female	Protestant	218070436	Q198
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	68071114	Q198
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	68070808	Q198
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170074724	Q198
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170078406	Q198
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	68070651	Q198
Africa	Male	Muslim	434070731	Q198
Africa	Male	Muslim	434070512	Q198
Africa	Male	Muslim	566070687	Q198
Africa	Male	Muslim	788070902	Q198
Africa	Male	Muslim	434070485	Q198
Africa	Male	Orthodox (Russian/Greek/etc.)	566070801	Q198
Africa	Male	Orthodox (Russian/Greek/etc.)	231070529	Q198
Africa	Male	Orthodox (Russian/Greek/etc.)	231071179	Q198
Africa	Male	Orthodox (Russian/Greek/etc.)	231070434	Q198
Africa	Male	Orthodox (Russian/Greek/etc.)	231070865	Q198
Africa	Male	Do not belong to a denomination	504070146	Q198
Africa	Male	Do not belong to a denomination	404070061	Q198
Africa	Male	Do not belong to a denomination	716071137	Q198
Africa	Male	Do not belong to a denomination	716070832	Q198
Africa	Male	Do not belong to a denomination	716070392	Q198
Africa	Male	Roman Catholic	716070701	Q198
Africa	Male	Roman Catholic	716070194	Q198
Africa	Male	Roman Catholic	716070608	Q198
Africa	Male	Roman Catholic	716070571	Q198
Africa	Male	Roman Catholic	404070854	Q198
Africa	Male	Protestant	231070373	Q198
Africa	Male	Protestant	404070832	Q198
Africa	Male	Protestant	404071248	Q198
Africa	Male	Protestant	404070933	Q198
Africa	Male	Protestant	566070643	Q198
Africa	Female	Muslim	504071082	Q198
Africa	Female	Muslim	788071029	Q198
Africa	Female	Muslim	231070481	Q198
Africa	Female	Muslim	788070643	Q198
Africa	Female	Muslim	434070924	Q198
Africa	Female	Orthodox (Russian/Greek/etc.)	231070279	Q198
Africa	Female	Orthodox (Russian/Greek/etc.)	231070032	Q198
Africa	Female	Orthodox (Russian/Greek/etc.)	716070339	Q198
Africa	Female	Orthodox (Russian/Greek/etc.)	231070400	Q198
Africa	Female	Orthodox (Russian/Greek/etc.)	231071043	Q198
Africa	Female	Do not belong to a denomination	716071022	Q198
Africa	Female	Do not belong to a denomination	716070590	Q198
Africa	Female	Do not belong to a denomination	716071209	Q198
Africa	Female	Do not belong to a denomination	716070998	Q198
Africa	Female	Do not belong to a denomination	788070857	Q198
Africa	Female	Roman Catholic	566070005	Q198
Africa	Female	Roman Catholic	716070345	Q198
Africa	Female	Roman Catholic	404070371	Q198
Africa	Female	Roman Catholic	716070695	Q198
Africa	Female	Roman Catholic	716070560	Q198
Africa	Female	Protestant	404070764	Q198
Africa	Female	Protestant	404071242	Q198
Africa	Female	Protestant	566070128	Q198
Africa	Female	Protestant	404070430	Q198
Africa	Female	Protestant	404070329	Q198
North America	Male	Muslim	124073205	Q198
North America	Male	Muslim	124071047	Q198
North America	Male	Muslim	124071464	Q198
North America	Male	Muslim	124074603	Q198
North America	Male	Muslim	124070266	Q198
North America	Male	Other	124074619	Q198
North America	Male	Other	124073285	Q198
North America	Male	Other	124074936	Q198
North America	Male	Other	840071135	Q198
North America	Male	Other	124070670	Q198
North America	Male	Orthodox (Russian/Greek/etc.)	124072716	Q198
North America	Male	Orthodox (Russian/Greek/etc.)	124074018	Q198
North America	Male	Orthodox (Russian/Greek/etc.)	124070325	Q198
North America	Male	Orthodox (Russian/Greek/etc.)	124073119	Q198
North America	Male	Orthodox (Russian/Greek/etc.)	124070992	Q198
North America	Male	Do not belong to a denomination	124073941	Q198
North America	Male	Do not belong to a denomination	124074875	Q198
North America	Male	Do not belong to a denomination	840073215	Q198
North America	Male	Do not belong to a denomination	558071014	Q198
North America	Male	Do not belong to a denomination	840072054	Q198
North America	Male	Roman Catholic	630070164	Q198
North America	Male	Roman Catholic	484070015	Q198
North America	Male	Roman Catholic	124073111	Q198
North America	Male	Roman Catholic	558070389	Q198
North America	Male	Roman Catholic	124073009	Q198
North America	Male	Buddhist	840072719	Q198
North America	Male	Buddhist	124075385	Q198
North America	Male	Buddhist	124072876	Q198
North America	Male	Buddhist	124072131	Q198
North America	Male	Buddhist	124072751	Q198
North America	Male	Protestant	124070985	Q198
North America	Male	Protestant	320070697	Q198
North America	Male	Protestant	558070451	Q198
North America	Male	Protestant	558070052	Q198
North America	Male	Protestant	320070936	Q198
